n_estimators,colsample_bytree,effective_capacity,RMSE,MAE,R2_oos,R2_oos_within_year,n,mean_year_RMSE,worst_year_RMSE,is_original,RMSE_change_vs_original
3000,0.5,30.0,0.37934469373763396,0.2870279485763214,0.08096987045246318,0.06843299175168771,220804,0.37874285305392286,0.394602297003628,False,-1.0947662635985012e-05
3000,0.3,30.0,0.37935564140026995,0.2869409710336536,0.08091682435925429,0.06837922203428548,220804,0.37872497216351053,0.39495997551714807,True,0.0
4500,0.3,45.0,0.37956158589740663,0.28725806556740896,0.07991865019261524,0.06736743135166179,220804,0.3789679315217006,0.39493418351576426,False,0.00020594449713667862
4500,0.5,45.0,0.37966297917958347,0.28741622291684693,0.07942701704635591,0.06686909162971821,220804,0.37909504666095134,0.3947927067665641,False,0.00030733777931352124
6000,0.3,60.0,0.379808473149362,0.2875591946260356,0.07872132021074985,0.06615376808510331,220804,0.3792440704775938,0.39500173728536286,False,0.00045283174909205304
3000,0.15,30.0,0.3798198555600974,0.2870929141096769,0.07866610011847419,0.06609779471219357,220804,0.37914742637019094,0.3959858081133438,False,0.0004642141598274474
4500,0.15,45.0,0.37982210240389364,0.28733686584313484,0.0786551996905488,0.0660867455869204,220804,0.37919059205447103,0.395604897443908,False,0.00046646100362368603
6000,0.15,60.0,0.3799449143083934,0.2875665096641956,0.07805928701329334,0.06548270381279342,220804,0.37933949631519515,0.3955818741919851,False,0.0005892729081234394
6000,0.5,60.0,0.3799766177717273,0.28777874006752724,0.07790542295592895,0.06532674083074574,220804,0.3794440203113446,0.3949215449379792,False,0.0006209763714573602
