year,model,feature_set,RMSE,MAE,R2_oos,R2_oos_within_year,n
2023,Mean,benchmark,0.369082280918496,0.2721760575368103,0.0,,1685
2023,Zero growth,benchmark,0.3808706723204022,0.2849048126964366,-0.06489962313710484,,1685
2023,Persistence,benchmark,0.5136107521602569,0.3815711819731721,-0.936519265789767,,1685
2023,Lasso,firm,0.3742838946201086,0.2798423595271668,-0.02838536613430942,,1685
2023,XGBoost,firm,0.37721268825688636,0.28503777042601447,-0.04454268852750287,,1685
2023,Lasso,firm_survey,0.3715197927400162,0.2749264006377369,-0.013252117033154542,,1685
2023,XGBoost,firm_survey,0.3803083323732288,0.28834869239906963,-0.06175738319482549,,1685
2023,Lasso,firm_survey_text,0.3715182198791048,0.27492264744237477,-0.013243537671808081,,1685
2023,XGBoost,firm_survey_text,0.3815303733873788,0.28971889651583344,-0.0685918151463576,,1685
